date,ic
2026-06-11,-0.056254571036313025
2026-06-12,-0.05036797514580092
2026-06-15,0.022119620851900345
2026-06-16,0.06348296735890968
2026-06-17,0.06899228590557811
2026-06-18,0.039109228313101874
2026-06-19,0.025292625279841236
2026-06-22,0.0509623956288356
2026-06-23,0.05445521980930049
2026-06-24,0.06639842638572396
2026-06-25,0.04586663414963978
2026-06-26,-0.0006395425258556413
2026-06-29,-0.1219907006605207
2026-06-30,-0.16015898994622402
2026-07-01,-0.1150489079037825
2026-07-02,-0.07180278174244514
2026-07-03,-0.09037878909686445
2026-07-06,-0.06867983278773886
2026-07-07,-0.028904403472061118
2026-07-08,-0.08898511809739505
2026-07-09,-0.06297623202086823
2026-07-10,0.002812510926096677
2026-07-13,0.049299646232855245
2026-07-14,0.061323163671700175
2026-07-15,0.03972750423246285
2026-07-16,0.057379393193235054
2026-07-17,0.08151097594869547
2026-07-20,0.09990375803069178
2026-07-21,0.07018600655547924
2026-07-22,0.04432654739400177
2026-07-23,0.06826038625720257
2026-07-24,0.07938063154500281
2026-07-27,0.11047596316522053
2026-07-28,0.13362365567473652
2026-07-29,0.23542352512503795
2026-07-30,0.20279928610968828
2026-07-31,0.20852694660293414
2026-08-03,0.20778836732258407
2026-08-04,0.2192328894871153
2026-08-05,0.2484448538109753
2026-08-06,0.21977106986417808
2026-08-07,0.2713995556966043
2026-08-10,0.2585469846503366
2026-08-11,0.28906657439781225
2026-08-12,0.25778524165454914
2026-08-13,0.2709424546817124
2026-08-14,0.2986019527061347
2026-08-17,0.1682534505531224
2026-08-18,0.1406390328945404
2026-08-19,0.14165778015860095
